first_seen_tester	seen_testers_count	seen_sessions_count	seen_count	scene	block_guess	full_transform_path	normalized_text	sample_current_text	has_latin	has_cyrillic	is_english_likely	is_mixed_ru_en	is_layout_risk	status	recommended_translation	notes
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 16	Дней выжито: <color=#adf1ff>16	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	28	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 29	Дней выжито: <color=#adf1ff>29	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	28	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 35	Дней выжито: <color=#adf1ff>35	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 4	Дней выжито: <color=#adf1ff>4	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	280	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/3	Еды съедено:	Еды съедено: 	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/3	Еды съедено: 32	Еды съедено: <color=#adf1ff>32	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/3	Еды съедено: 36	Еды съедено: <color=#adf1ff>36	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	308	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/6	Заметка компании:	Заметка компании: 	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	308	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/5	Предметов использовано:	Предметов использовано: 	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	168	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/1	Причина смерти:	Причина смерти: 	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	56	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/1	Причина смерти: Долг просрочен.	Причина смерти: <color=#ff4400>Долг просрочен.	False	True	False	False	True	layout-risk-review		long_text|preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	56	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/1	Причина смерти: Утащило на дно.	Причина смерти: <color=#ff4400>Утащило на дно.	False	True	False	False	True	layout-risk-review		long_text|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	28	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/1	Причина смерти: Шлюпка развалилась.	Причина смерти: <color=#ff4400>Шлюпка развалилась.	False	True	False	False	True	layout-risk-review		long_text|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	280	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/4	Рыбы поймано:	Рыбы поймано: 	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/4	Рыбы поймано: 19	Рыбы поймано: <color=#adf1ff>19	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/4	Рыбы поймано: 29	Рыбы поймано: <color=#adf1ff>29	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/friend_fate	Товарищи затонули вместе с кораблем. Капитан Усатик может скитаться по морю в одиночестве.	Товарищи затонули вместе с кораблем. Капитан Усатик может скитаться по морю в одиночестве.	False	True	False	False	True	layout-risk-review		multiline|long_text|preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	1022	game_storyGameDay	FishingResultCard	THE BOAT/TASKS/Task_Fishing/FishedVisuals/InfoCanvas/FishedInfoHolder/paper/bottom	Вес: 0.5 кг	<b>Вес:</b> 0.5 кг	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	1022	game_storyGameDay	FishingResultCard	THE BOAT/TASKS/Task_Fishing/FishedVisuals/InfoCanvas/FishedInfoHolder/paper/top	Луциан (+1 еда!)	<b>Луциан</b> <i>(+1 еда!)</i>	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	5	2	322	game_storyGameDay	FriendSupportPanel	UI/HUD/FriendManageUI/Stats/Button_Eat/text_use	Покормить?	Покормить?	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	5	2	462	game_storyGameDay	FriendSupportPanel	UI/HUD/FriendManageUI/Stats/Button_Speciality/SpecialityText	Помочь?	Помочь?	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	5	2	1316	game_storyGameDay	FriendSupportPanel	UI/HUD/FriendManageUI/Stats/Button_Lonely/Text (TMP)	Скучает	Скучает	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	13496	game_storyGameDay	FriendSupportPanel	UI/HUD/FriendManageUI/Stats/Button_Lonely/Text (TMP)	Счастлив	Счастлив	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	13440	game_storyGameDay	Journal	UI/HUD/JournalMainBook/PageButtons/Button_StepBack/Text (TMP)	<	<	False	False	False	False	True	layout-risk-review		narrow_rect|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	13440	game_storyGameDay	Journal	UI/HUD/JournalMainBook/PageButtons/Button_StepForward/Text (TMP)	>	>	False	False	False	False	True	layout-risk-review		narrow_rect|preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightText	Близкий Вызов Кухонный	Близкий Вызов Кухонный	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	В воздухе пахло гнилью, а когда я осмотрелся... море было красным. Густо-красным. Будто кровавым.Я надел дыхательное снаряжение и нырнул проверить.Внизу раздался глубокий треск, а затем появилось именно то, что я искал.И оно тоже искало меня.	В воздухе пахло гнилью, а когда я осмотрелся... море было красным. Густо-красным. Будто кровавым.<br>Я надел дыхательное снаряжение и нырнул проверить.<br>Внизу раздался глубокий треск, а затем появилось именно то, что я искал.<br>И оно тоже искало меня.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Вдали я заметил кого-то на скале. Не успел подумать, как услышал странно спокойную, мирную мелодию.Слишком утешительно, чтобы быть безопасным, решил я и отказался слушать. К утру она исчезла.Наверное, решила, что песня мне не понравилась.	Вдали я заметил кого-то на скале. Не успел подумать, как услышал странно спокойную, мирную мелодию.<br>Слишком утешительно, чтобы быть безопасным, решил я и отказался слушать. К утру она исчезла.<br>Наверное, решила, что песня мне не понравилась.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	392	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Ветер дул так сильно, что не давал мне отдохнуть…Запасы легко могло повредить или унести течением, поэтому я закрепил их сетью. Утром всё равно пришлось всё перекладывать, но ничего не пострадало…Кроме сети.	Ветер дул так сильно, что не давал мне отдохнуть…<br>Запасы легко могло повредить или унести течением, поэтому я закрепил их сетью. Утром всё равно пришлось всё перекладывать, но ничего не пострадало…<br>Кроме сети.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	630	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Ветер не давал мне отдохнуть. Стоило потерять осторожность, и он легко сбросил бы меня с лодки прямо в океан…Пока я пытался выбраться из этой ситуации, мне в лицо прилетела рыба: её принесло течением. От еды, посланной высшими силами, я отказываться не стану.	Ветер не давал мне отдохнуть. Стоило потерять осторожность, и он легко сбросил бы меня с лодки прямо в океан…<br>Пока я пытался выбраться из этой ситуации, мне в лицо прилетела рыба: её принесло течением. От еды, посланной высшими силами, я отказываться не стану.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	448	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Вот и всё, Дороти ушла ко дну...Мы с Роу остались одни в старой шлюпке.Не знаю, что ударило по кораблю. Судя по звуку, знать не хочу.Теперь нам надо выжить.	Вот и всё, Дороти ушла ко дну...<br>Мы с Роу остались одни в старой шлюпке.<br>Не знаю, что ударило по кораблю. Судя по звуку, знать не хочу.<br>Теперь нам надо выжить.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Вот и всё, Дороти ушла ко дну...Мы с Фредериком остались одни в старой шлюпке.Не знаю, что ударило по кораблю. Судя по звуку, знать не хочу.Теперь нам надо выжить.	Вот и всё, Дороти ушла ко дну...<br>Мы с Фредериком остались одни в старой шлюпке.<br>Не знаю, что ударило по кораблю. Судя по звуку, знать не хочу.<br>Теперь нам надо выжить.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	630	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Вот и всё, Дороти ушла ко дну...Я остался один в старой шлюпке.Не знаю, что ударило по кораблю. Судя по звуку, знать не хочу.Теперь мне надо выжить.	Вот и всё, Дороти ушла ко дну...<br>Я остался один в старой шлюпке.<br>Не знаю, что ударило по кораблю. Судя по звуку, знать не хочу.<br>Теперь мне надо выжить.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	84	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Вчера вечером течение принесло к лодке бутылку. Интересно, кто отправил её в океан. И когда... и зачем...На обратной стороне бумага совсем пустая, так что у меня есть шанс отправить ответ обратно в море.	Вчера вечером течение принесло к лодке бутылку. Интересно, кто отправил её в океан. И когда... и зачем...<br>На обратной стороне бумага совсем пустая, так что у меня есть шанс отправить ответ обратно в море.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightText	Глубокий Красный	Глубокий Красный	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	630	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Грохот разорвал мой сон, а следом лодку так дёрнуло, что я почувствовал это костями.Неподалёку появился водоворот.Обойти его было невозможно, и я решил довериться волнам. К счастью, к утру в море не осталось никаких дыр.	Грохот разорвал мой сон, а следом лодку так дёрнуло, что я почувствовал это костями.<br>Неподалёку появился водоворот.<br>Обойти его было невозможно, и я решил довериться волнам. К счастью, к утру в море не осталось никаких дыр.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Дождь может успокаивать, даже когда всё плохо.Обычно я слушал бы его из сухого безопасного места, а не в деревянной лодке, промокший насквозь, с водой, стекающей по одежде.И всё же я быстро уснул под звук капель, падающих в океан.	Дождь может успокаивать, даже когда всё плохо.<br>Обычно я слушал бы его из сухого безопасного места, а не в деревянной лодке, промокший насквозь, с водой, стекающей по одежде.<br>И всё же я быстро уснул под звук капель, падающих в океан.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Из воды показались плавники, тревожно близко к лодке. Внутри я чувствовал себя в безопасности. Как же я ошибался.Это были не обычные акулы. Одна схватила меня за икру своей... рукой? И вырвала огромный кусок.Рана всё ещё кровит, но ходить мне пока не придётся.	Из воды показались плавники, тревожно близко к лодке. Внутри я чувствовал себя в безопасности. Как же я ошибался.<br>Это были не обычные акулы. Одна схватила меня за икру своей... рукой? И вырвала огромный кусок.<br>Рана всё ещё кровит, но ходить мне пока не придётся.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Из моря поднялась рука, раскрытой ладонью ко мне. Казалось, она просит подношение… что-то с моей лодки.Не знаю почему, но я ей доверился и почувствовал, что дар не останется без ответа. К счастью, взамен я что-то получил… Хорошая сделка?	Из моря поднялась рука, раскрытой ладонью ко мне. Казалось, она просит подношение… что-то с моей лодки.<br>Не знаю почему, но я ей доверился и почувствовал, что дар не останется без ответа. К счастью, взамен я что-то получил… Хорошая сделка?	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	336	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Кажется, я только что видел людей! И огромный корабль!Я решил рассмотреть его поближе и взял телескоп. Увы, они меня не заметили, будто я был невидимкой в тёмных ночных водах…	Кажется, я только что видел людей! И огромный корабль!<br>Я решил рассмотреть его поближе и взял телескоп. Увы, они меня не заметили, будто я был невидимкой в тёмных ночных водах…	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Какая удачная ночь! Я проснулся как раз вовремя и увидел, как вокруг лодки кружит стая рыб, так что воспользовался шансом порыбачить!Я благодарен за каждый кусок еды, который удаётся добыть, пока плыву на этой старой развалине.	Какая удачная ночь! Я проснулся как раз вовремя и увидел, как вокруг лодки кружит стая рыб, так что воспользовался шансом порыбачить!<br>Я благодарен за каждый кусок еды, который удаётся добыть, пока плыву на этой старой развалине.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightText	Кормление смерти	Кормление смерти	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Лодку вынесло к развилке. Я надеялся просто грести вперёд, но в итоге пришлось выбирать.Я повернул налево.С той стороны вода казалась спокойнее. Надеюсь, я не ошибся…	Лодку вынесло к развилке. Я надеялся просто грести вперёд, но в итоге пришлось выбирать.<br>Я повернул налево.<br>С той стороны вода казалась спокойнее. Надеюсь, я не ошибся…	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	168	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Лодку вынесло к развилке. Я надеялся просто грести вперёд, но в итоге пришлось выбирать.Я повернул направо.Опасным водам я доверился больше, чем пустому горизонту…	Лодку вынесло к развилке. Я надеялся просто грести вперёд, но в итоге пришлось выбирать.<br>Я повернул направо.<br>Опасным водам я доверился больше, чем пустому горизонту…	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Маленький проныра забрался ко мне в лодку и начал рыться в запасах.Я медленно потянулся за сетью, чтобы поймать его, но надо было действовать быстрее. Мелкая зараза сбежала с тем, что ей вообще не принадлежало.	Маленький проныра забрался ко мне в лодку и начал рыться в запасах.<br>Я медленно потянулся за сетью, чтобы поймать его, но надо было действовать быстрее. Мелкая зараза сбежала с тем, что ей вообще не принадлежало.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	630	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Маленький проныра забрался ко мне в лодку и начал рыться в запасах.Я уверенно бросил плавательный круг и поймал его, заставив сбросить добычу, прежде чем он ушёл под воду. Интересно, как это существо собирается выбираться отсюда.	Маленький проныра забрался ко мне в лодку и начал рыться в запасах.<br>Я уверенно бросил плавательный круг и поймал его, заставив сбросить добычу, прежде чем он ушёл под воду. Интересно, как это существо собирается выбираться отсюда.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Мимо прошла лодка меньше нашей. В ней кто-то сидел, но я не смог разглядеть ни лица, ни примет.На вопросы не отвечали, только предложили обменять мои запасы. Сделка показалась честной, и я согласился.Через несколько минут они исчезли.	Мимо прошла лодка меньше нашей. В ней кто-то сидел, но я не смог разглядеть ни лица, ни примет.<br>На вопросы не отвечали, только предложили обменять мои запасы. Сделка показалась честной, и я согласился.<br>Через несколько минут они исчезли.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	294	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Мир вокруг затих, когда оно уставилось мне в глаза пустым взглядом.У меня были считанные секунды. Я навёл гарпунное ружьё, и точный выстрел заставил его отступить.Надеюсь, оно больше меня не найдёт. Особенно если патронов не будет.	Мир вокруг затих, когда оно уставилось мне в глаза пустым взглядом.<br>У меня были считанные секунды. Я навёл гарпунное ружьё, и точный выстрел заставил его отступить.<br>Надеюсь, оно больше меня не найдёт. Особенно если патронов не будет.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.Я понял, что оно голодно. Дрожащей рукой я поднял с лодки несколько банок и попытался накормить его рыбой.Не сделай я этого — сам, наверное, стал бы его обедом.	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.<br>Я понял, что оно голодно. Дрожащей рукой я поднял с лодки несколько банок и попытался накормить его рыбой.<br>Не сделай я этого — сам, наверное, стал бы его обедом.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.Я решил, что рыболовная сеть либо отвлечёт его, либо принесёт мне рекордный улов.Но после броска всё стало пустым. Я очнулся без половины ногтей и с огромными следами зубов на обеих ногах.	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.<br>Я решил, что рыболовная сеть либо отвлечёт его, либо принесёт мне рекордный улов.<br>Но после броска всё стало пустым. Я очнулся без половины ногтей и с огромными следами зубов на обеих ногах.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Не знаю, виновата ли постоянная качка или я уже схожу с ума, но прошлой ночью сон почти не шёл.Я всю ночь метался между короткими провалами в сон и наблюдением за лунным светом на волнах.	Не знаю, виновата ли постоянная качка или я уже схожу с ума, но прошлой ночью сон почти не шёл.<br>Я всю ночь метался между короткими провалами в сон и наблюдением за лунным светом на волнах.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	826	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightText	Неутомимые волны	Неутомимые волны	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	252	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Ночная рыбалка здесь, где бы я ни оказался, стала куда опаснее.Почему они такие большие и такие... жуткие? Их белые светящиеся глаза ясно дали понять: в этом кошмарном море мне не рады.	Ночная рыбалка здесь, где бы я ни оказался, стала куда опаснее.<br>Почему они такие большие и такие... жуткие? Их белые светящиеся глаза ясно дали понять: в этом кошмарном море мне не рады.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Океан действительно собирает вместе самые разные вещи.Прошлой ночью я нашёл загадочный тяжёлый сундук, но ключа рядом не было. Если любопытство победит, придётся вскрывать его силой.	Океан действительно собирает вместе самые разные вещи.<br>Прошлой ночью я нашёл загадочный тяжёлый сундук, но ключа рядом не было. Если любопытство победит, придётся вскрывать его силой.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
