version	asset_file	object_type	path_id	object_name	field_path	source_text	normalized_source_text	category	status	translation_guess	context_before	context_after	notes
v1.1.3	level2	MonoBehaviour	7156	ItemName	raw_length_prefixed@1111468	Pick Up	pick up	item	suspicious-mapping	Взять			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:7124:raw_length_prefixed@1107884:ItemName; v1.1.3 locations=level2:7156:raw_length_prefixed@1111468:ItemName. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level2	MonoBehaviour	7163	ItemName	raw_length_prefixed@1115180	Throw Items!	throw items!	item	suspicious-mapping	Бросайте предметы!			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:7131:raw_length_prefixed@1111596:ItemName; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level2:7163:raw_length_prefixed@1115180:ItemName; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level2	MonoBehaviour	7221	food_fish (27)	raw_length_prefixed@1140532	Food	food	item	suspicious-mapping	Еда			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:7186:raw_length_prefixed@1135300:food_fish (27); level2:7191:raw_length_prefixed@1135732:food_fish (20); level2:7195:raw_length_prefixed@1136068:food_fish (22); level2:7203:raw_length_prefixed@1136708:food_fish (24); level2:7207:raw_length_prefixed@1136980:food_fish (25); +49 more; v1.1.3 locations=level2:7221:raw_length_prefixed@1140532:food_fish (27); level2:7226:raw_length_prefixed@1140964:food_fish (20); level2:7230:raw_length_prefixed@1141300:food_fish (22); level2:7238:raw_length_prefixed@1141940:food_fish (24); level2:7242:raw_length_prefixed@1142212:food_fish (25); +49 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level2	MonoBehaviour	7232	scuba_set (1)	raw_length_prefixed@1141444	Scuba Set	scuba set	item	suspicious-mapping	Акваланг			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:7197:raw_length_prefixed@1136212:scuba_set (1); level2:7243:raw_length_prefixed@1140724:scuba_set (2); level2:7471:raw_length_prefixed@1159188:scuba_set; level4:10020:raw_length_prefixed@2114912:scuba_set; translations/source_queue.tsv:::; +1 more; v1.1.3 locations=level2:7232:raw_length_prefixed@1141444:scuba_set (1); level2:7278:raw_length_prefixed@1145956:scuba_set (2); level2:7506:raw_length_prefixed@1164420:scuba_set; level4:10779:raw_length_prefixed@2221392:scuba_set; translations/source_queue.tsv:::; +1 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level2	MonoBehaviour	7249	ducttape (4)	raw_length_prefixed@1143316	Duct Tape	duct tape	item	suspicious-mapping	Скотч			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:7214:raw_length_prefixed@1138084:ducttape (4); level2:7234:raw_length_prefixed@1139908:ducttape; level2:7296:raw_length_prefixed@1145124:ducttape (1); level2:7406:raw_length_prefixed@1153796:ducttape (5); level2:7424:raw_length_prefixed@1155572:ducttape (2); +6 more; v1.1.3 locations=level2:7249:raw_length_prefixed@1143316:ducttape (4); level2:7269:raw_length_prefixed@1145140:ducttape; level2:7331:raw_length_prefixed@1150356:ducttape (1); level2:7441:raw_length_prefixed@1159028:ducttape (5); level2:7459:raw_length_prefixed@1160804:ducttape (2); +6 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level2	MonoBehaviour	7303	flaregun	raw_length_prefixed@1147780	Flare Gun	flare gun	item	suspicious-mapping	Сигнальный пистолет			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:7268:raw_length_prefixed@1142548:flaregun; level2:7326:raw_length_prefixed@1147268:flaregun (1); level2:7399:raw_length_prefixed@1153268:flaregun (2); level2:7556:raw_length_prefixed@1169156:flaregun (3); level3:4732:raw_length_prefixed@912704:flaregun; +4 more; v1.1.3 locations=level2:7303:raw_length_prefixed@1147780:flaregun; level2:7361:raw_length_prefixed@1152500:flaregun (1); level2:7434:raw_length_prefixed@1158500:flaregun (2); level2:7591:raw_length_prefixed@1174388:flaregun (3); level3:4767:raw_length_prefixed@918064:flaregun; +4 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level2	GameObject	735	bait (2)	m_Name	bait (2)	bait (2)	item	suspicious-mapping				Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:735:m_Name:bait (2); level2:871:m_Name:bait (2); level3:670:m_Name:bait (2); level4:1244:m_Name:bait (2); v1.1.3 locations=level2:735:m_Name:bait (2); level2:871:m_Name:bait (2); level3:670:m_Name:bait (2); level4:1408:m_Name:bait (2). Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level2	MonoBehaviour	7414	hookgun	raw_length_prefixed@1156916	Harpoon Gun	harpoon gun	item	suspicious-mapping	Гарпун			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:7379:raw_length_prefixed@1151684:hookgun; level2:7411:raw_length_prefixed@1154132:hookgun (1); level2:7512:raw_length_prefixed@1162388:hookgun (2); level3:4794:raw_length_prefixed@922368:hookgun; level3::raw_ascii@922368:; +3 more; v1.1.3 locations=level2:7414:raw_length_prefixed@1156916:hookgun; level2:7446:raw_length_prefixed@1159364:hookgun (1); level2:7547:raw_length_prefixed@1167620:hookgun (2); level3:4829:raw_length_prefixed@927808:hookgun; level3::raw_ascii@927808:; +3 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level2	MonoBehaviour	7425	net (1)	raw_length_prefixed@1157828	Fishing Net	fishing net	item	suspicious-mapping				Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level2:7390:raw_length_prefixed@1152596:net (1); level2:7442:raw_length_prefixed@1156868:net (2); level2:7485:raw_length_prefixed@1160308:net; level2:7532:raw_length_prefixed@1164644:net (3); v1.1.3 locations=level2:7425:raw_length_prefixed@1157828:net (1); level2:7477:raw_length_prefixed@1162100:net (2); level2:7520:raw_length_prefixed@1165540:net; level2:7567:raw_length_prefixed@1169876:net (3). Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	GameObject	312	fish	m_Name	fish	fish	item	suspicious-mapping				Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:312:m_Name:fish; level3:4429:raw_length_prefixed@867936:LootBoxChest; level3::raw_ascii@867936:; sharedassets1.assets::raw_ascii@9498280:; sharedassets3.assets:80:m_Name:fish; +1 more; v1.1.3 locations=level3:312:m_Name:fish; level3:4464:raw_length_prefixed@873296:LootBoxChest; level3::raw_ascii@873296:; sharedassets1.assets::raw_ascii@6973072:; sharedassets3.assets:88:m_Name:fish; +1 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4343	bait_consumed	raw_length_prefixed@815036	Bait Consumed	bait consumed	item	suspicious-mapping	Наживка израсходована			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4311:raw_length_prefixed@811324:bait_consumed; level3::raw_ascii@811324:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4343:raw_length_prefixed@815036:bait_consumed; level3::raw_ascii@815036:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4346	ItemText	raw_length_prefixed@816620	You spent a short time underwater.	you spent a short time underwater.	item	suspicious-mapping	Вы недолго пробыли под водой.			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4314:raw_length_prefixed@812908:ItemText; v1.1.3 locations=level3:4346:raw_length_prefixed@816620:ItemText. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4463	LootBoxChest	raw_length_prefixed@872192	Open Chest	open chest	item	suspicious-mapping	Открыть сундук			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4428:raw_length_prefixed@866832:LootBoxChest; level3::raw_ascii@866832:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4463:raw_length_prefixed@872192:LootBoxChest; level3::raw_ascii@872192:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4472	barrelToClick_2	raw_length_prefixed@874352	Drifting Barrel	drifting barrel	item	suspicious-mapping	Дрейфующая бочка			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4437:raw_length_prefixed@868992:barrelToClick_2; level3:4961:raw_length_prefixed@964640:barrelToClick; level3::raw_ascii@868992:; level3::raw_ascii@964640:; translations/source_queue.tsv:::; +1 more; v1.1.3 locations=level3:4472:raw_length_prefixed@874352:barrelToClick_2; level3:5006:raw_length_prefixed@972080:barrelToClick; level3::raw_ascii@874352:; level3::raw_ascii@972080:; translations/source_queue.tsv:::; +1 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4527	net	raw_length_prefixed@882464	Fishnet	fishnet	item	suspicious-mapping	Сеть			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4492:raw_length_prefixed@877104:net; level3::raw_ascii@877104:; level4:9852:raw_length_prefixed@2094496:net; translations/source_queue.tsv:::; translations/ru.tsv:::; +1 more; v1.1.3 locations=level3:4527:raw_length_prefixed@882464:net; level3::raw_ascii@882464:; level4:10607:raw_length_prefixed@2200064:net; translations/source_queue.tsv:::; translations/ru.tsv:::; +1 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4565	energy_bar	raw_length_prefixed@887312	Energy Bar	energy bar	item	suspicious-mapping	Энергетический батончик			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4530:raw_length_prefixed@881952:energy_bar; level3:4729:raw_length_prefixed@909776:Task_Fishing; level3::raw_ascii@881952:; level3::raw_ascii@909776:; level4:10015:raw_length_prefixed@2114448:energy_bar; +2 more; v1.1.3 locations=level3:4565:raw_length_prefixed@887312:energy_bar; level3:4764:raw_length_prefixed@915136:Task_Fishing; level3::raw_ascii@887312:; level3::raw_ascii@915136:; level4:10774:raw_length_prefixed@2220928:energy_bar; +2 more. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4599	map (broken)	raw_length_prefixed@891200	Torn Map	torn map	item	suspicious-mapping	Порванная карта			Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4564:raw_length_prefixed@885840:map (broken); level3::raw_ascii@885840:; level4:9940:raw_length_prefixed@2104640:map (broken); translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4599:raw_length_prefixed@891200:map (broken); level3::raw_ascii@891200:; level4:10698:raw_length_prefixed@2210960:map (broken); translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4605	doTask_fishing	raw_length_prefixed@891956	Needs Bait	needs bait	item	suspicious-mapping	Нужна наживка	Try Fishing		Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4570:raw_length_prefixed@886596:doTask_fishing; level3::raw_ascii@886596:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4605:raw_length_prefixed@891956:doTask_fishing; level3::raw_ascii@891956:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4605	doTask_fishing	raw_length_prefixed@891920	Try Fishing	try fishing	item	suspicious-mapping	Попробовать рыбачить		Needs Bait	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4570:raw_length_prefixed@886560:doTask_fishing; level3::raw_ascii@886560:; translations/source_queue.tsv:::; translations/ru.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4605:raw_length_prefixed@891920:doTask_fishing; level3::raw_ascii@891920:; translations/source_queue.tsv:::; translations/ru.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@916060	Barely working.	barely working.	item	suspicious-mapping	Едва работает.	Details are smudged. | It's somewhat faded. | Still has a card.	Red Snapper | Clownfish | Swordfish	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@910700:Task_Fishing; level3::raw_ascii@910700:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4764:raw_length_prefixed@916060:Task_Fishing; level3::raw_ascii@916060:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@914532	Can of Worms	can of worms	item	suspicious-mapping	Банка червей	Worthless junk... | Fishlet | Way too small...	Useful for fishing! | Wet Duct Tape | Seems useable!	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@909172:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@914532:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@916760	Clownfish	clownfish	item	suspicious-mapping	Рыба-клоун	Still has a card. | Barely working. | Red Snapper	Swordfish	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@911400:Task_Fishing; level3::raw_ascii@911400:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4764:raw_length_prefixed@916760:Task_Fishing; level3::raw_ascii@916760:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@915576	Details are smudged.	details are smudged.	item	suspicious-mapping	Детали размазаны.	Energy Bar | Looks tasty! | Soaked but readable.	It's somewhat faded. | Still has a card. | Barely working.	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@910216:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@915576:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@914400	Fishlet	fishlet	item	suspicious-mapping	Рыбешка	Worthless junk... | Plastic Bottle | Worthless junk...	Way too small... | Can of Worms | Useful for fishing!	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@909040:Task_Fishing; level3::raw_ascii@909040:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4764:raw_length_prefixed@914400:Task_Fishing; level3::raw_ascii@914400:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@915736	It's somewhat faded.	it's somewhat faded.	item	suspicious-mapping	Немного выцвело.	Looks tasty! | Soaked but readable. | Details are smudged.	Still has a card. | Barely working. | Red Snapper	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@910376:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@915736:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@914836	Looks reparable!	looks reparable!	item	suspicious-mapping	Похоже, можно починить!	Wet Duct Tape | Seems useable! | Broken Compass	Torn Fishing Net | Looks reparable! | Energy Bar	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@909476:Task_Fishing; level3:4729:raw_length_prefixed@909640:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@914836:Task_Fishing; level3:4764:raw_length_prefixed@915000:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@915160	Looks tasty!	looks tasty!	item	suspicious-mapping	Выглядит вкусно!	Torn Fishing Net | Looks reparable! | Energy Bar	Soaked but readable. | Details are smudged. | It's somewhat faded.	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@909800:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@915160:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@914256	Plastic Bottle	plastic bottle	item	suspicious-mapping	Бутылка	Worthless junk... | Worthless junk...	Worthless junk... | Fishlet | Way too small...	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@908896:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@914256:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@916524	Red Snapper	red snapper	item	suspicious-mapping	Луциан	It's somewhat faded. | Still has a card. | Barely working.	Clownfish | Swordfish	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@911164:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@916524:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@914700	Seems useable!	seems useable!	item	suspicious-mapping	Похоже, можно использовать!	Can of Worms | Useful for fishing! | Wet Duct Tape	Broken Compass | Looks reparable! | Torn Fishing Net	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@909340:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@914700:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@915412	Soaked but readable.	soaked but readable.	item	suspicious-mapping	Промокло, но читается.	Looks reparable! | Energy Bar | Looks tasty!	Details are smudged. | It's somewhat faded. | Still has a card.	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@910052:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@915412:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@915896	Still has a card.	still has a card.	item	suspicious-mapping	Внутри еще есть карточка.	Soaked but readable. | Details are smudged. | It's somewhat faded.	Barely working. | Red Snapper | Clownfish	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@910536:Task_Fishing; v1.1.3 locations=level3:4764:raw_length_prefixed@915896:Task_Fishing. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@916880	Swordfish	swordfish	item	suspicious-mapping	Рыба-меч	Barely working. | Red Snapper | Clownfish		Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@911520:Task_Fishing; level3::raw_ascii@911520:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4764:raw_length_prefixed@916880:Task_Fishing; level3::raw_ascii@916880:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@914972	Torn Fishing Net	torn fishing net	item	suspicious-mapping	Рваная рыболовная сеть	Seems useable! | Broken Compass | Looks reparable!	Looks reparable! | Energy Bar | Looks tasty!	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@909612:Task_Fishing; level3::raw_ascii@909612:; translations/source_queue.tsv:::; translations/ru.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4764:raw_length_prefixed@914972:Task_Fishing; level3::raw_ascii@914972:; translations/source_queue.tsv:::; translations/ru.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
v1.1.3	level3	MonoBehaviour	4764	Task_Fishing	raw_length_prefixed@914556	Useful for fishing!	useful for fishing!	item	suspicious-mapping	Для рыбалки.	Fishlet | Way too small... | Can of Worms	Wet Duct Tape | Seems useable! | Broken Compass	Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4729:raw_length_prefixed@909196:Task_Fishing; level3::raw_ascii@909196:; translations/source_queue.tsv:::; translations/ru.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4764:raw_length_prefixed@914556:Task_Fishing; level3::raw_ascii@914556:; translations/source_queue.tsv:::; translations/ru.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
