first_seen_tester	seen_testers_count	seen_sessions_count	seen_count	scene	block_guess	full_transform_path	normalized_text	sample_current_text	has_latin	has_cyrillic	is_english_likely	is_mixed_ru_en	is_layout_risk	status	recommended_translation	notes
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_storyGameDay	Dialogue	UI/HUD/TalkDialog/DialogBubble/DialogText	Давай я подготовлю эту наживку для тебя. Доверься мне, это обеспечит их ловлей рыбы весь день!	Давай я подготовлю эту наживку для тебя. Доверься мне, это обеспечит их ловлей рыбы весь день!	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	210	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито:	Дней выжито: 	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 15	Дней выжито: <color=#adf1ff>15	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 16	Дней выжито: <color=#adf1ff>16	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	28	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 29	Дней выжито: <color=#adf1ff>29	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	28	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 35	Дней выжито: <color=#adf1ff>35	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/2	Дней выжито: 4	Дней выжито: <color=#adf1ff>4	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Дождь может успокаивать, даже когда всё плохо.Обычно я слушал бы его из сухого безопасного места, а не в деревянной лодке, промокший насквозь, с водой, стекающей по одежде.И всё же я быстро уснул под звук капель, падающих в океан.	Дождь может успокаивать, даже когда всё плохо.<br>Обычно я слушал бы его из сухого безопасного места, а не в деревянной лодке, промокший насквозь, с водой, стекающей по одежде.<br>И всё же я быстро уснул под звук капель, падающих в океан.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	280	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/3	Еды съедено:	Еды съедено: 	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/3	Еды съедено: 32	Еды съедено: <color=#adf1ff>32	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/3	Еды съедено: 36	Еды съедено: <color=#adf1ff>36	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_storyGameDay	Dialogue	UI/HUD/TalkDialog/DialogBubble/DialogText	Если бы только у нас было огонь, чтобы приготовить... без того чтобы сжечь доски, конечно..	Если бы только у нас было огонь, чтобы приготовить... без того чтобы сжечь доски, конечно..	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	54	game_menu	OptionsMenu	GameController/SETTINGS_CANVAS/SETTINGS_MENU/settings_items/SettingsPanel_FastForward/SettingDesc	Если включено: нажмите F, чтобы ускорить начало ночных событий.	Если включено: нажмите F, чтобы ускорить начало ночных событий.	True	True	False	True	True	layout-risk-review		long_text|preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_storyGameDay	Dialogue	UI/HUD/TalkDialog/DialogBubble/DialogText	Еще один день здесь и я буду давать названия доскам. Эта называется Джейф. Скажи привет, Джейф!	Еще один день здесь и я буду давать названия доскам. Эта называется Джейф. Скажи привет, Джейф!	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	308	game_runEnd	EndingStatsScreen	UI/ENDING_CANVAS/InfoList/6	Заметка компании:	Заметка компании: 	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	14	game_storyGameDay	UnknownNeedsContext	GameController/PAUSE_MENU/PAUSE_MENU/save_tip	Игра автоматически сохраняется каждое утро.	Игра автоматически сохраняется каждое утро.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	14812	game_storyGameDay	SearchResultPaper	UI/HUD/ScubaSearchHud/Text (TMP)	Идет поиск...	Идет поиск...	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect|ellipsis_in_cramped_block
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Из воды показались плавники, тревожно близко к лодке. Внутри я чувствовал себя в безопасности. Как же я ошибался.Это были не обычные акулы. Одна схватила меня за икру своей... рукой? И вырвала огромный кусок.Рана всё ещё кровит, но ходить мне пока не придётся.	Из воды показались плавники, тревожно близко к лодке. Внутри я чувствовал себя в безопасности. Как же я ошибался.<br>Это были не обычные акулы. Одна схватила меня за икру своей... рукой? И вырвала огромный кусок.<br>Рана всё ещё кровит, но ходить мне пока не придётся.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Из моря поднялась рука, раскрытой ладонью ко мне. Казалось, она просит подношение… что-то с моей лодки.Не знаю почему, но я ей доверился и почувствовал, что дар не останется без ответа. К счастью, взамен я что-то получил… Хорошая сделка?	Из моря поднялась рука, раскрытой ладонью ко мне. Казалось, она просит подношение… что-то с моей лодки.<br>Не знаю почему, но я ей доверился и почувствовал, что дар не останется без ответа. К счастью, взамен я что-то получил… Хорошая сделка?	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	336	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Кажется, я только что видел людей! И огромный корабль!Я решил рассмотреть его поближе и взял телескоп. Увы, они меня не заметили, будто я был невидимкой в тёмных ночных водах…	Кажется, я только что видел людей! И огромный корабль!<br>Я решил рассмотреть его поближе и взял телескоп. Увы, они меня не заметили, будто я был невидимкой в тёмных ночных водах…	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Какая удачная ночь! Я проснулся как раз вовремя и увидел, как вокруг лодки кружит стая рыб, так что воспользовался шансом порыбачить!Я благодарен за каждый кусок еды, который удаётся добыть, пока плыву на этой старой развалине.	Какая удачная ночь! Я проснулся как раз вовремя и увидел, как вокруг лодки кружит стая рыб, так что воспользовался шансом порыбачить!<br>Я благодарен за каждый кусок еды, который удаётся добыть, пока плыву на этой старой развалине.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightText	Кормление смерти	Кормление смерти	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	14	game_storyGameDay	Dialogue	UI/HUD/TalkDialog/DialogBubble/DialogText	Кто-то уже должен был заметить нас, застрявших тут в лодке.	Кто-то уже должен был заметить нас, застрявших тут в лодке.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Лодку вынесло к развилке. Я надеялся просто грести вперёд, но в итоге пришлось выбирать.Я повернул налево.С той стороны вода казалась спокойнее. Надеюсь, я не ошибся…	Лодку вынесло к развилке. Я надеялся просто грести вперёд, но в итоге пришлось выбирать.<br>Я повернул налево.<br>С той стороны вода казалась спокойнее. Надеюсь, я не ошибся…	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	168	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Лодку вынесло к развилке. Я надеялся просто грести вперёд, но в итоге пришлось выбирать.Я повернул направо.Опасным водам я доверился больше, чем пустому горизонту…	Лодку вынесло к развилке. Я надеялся просто грести вперёд, но в итоге пришлось выбирать.<br>Я повернул направо.<br>Опасным водам я доверился больше, чем пустому горизонту…	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	1022	game_storyGameDay	FishingResultCard	THE BOAT/TASKS/Task_Fishing/FishedVisuals/InfoCanvas/FishedInfoHolder/paper/top	Луциан (+1 еда!)	<b>Луциан</b> <i>(+1 еда!)</i>	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Маленький проныра забрался ко мне в лодку и начал рыться в запасах.Я медленно потянулся за сетью, чтобы поймать его, но надо было действовать быстрее. Мелкая зараза сбежала с тем, что ей вообще не принадлежало.	Маленький проныра забрался ко мне в лодку и начал рыться в запасах.<br>Я медленно потянулся за сетью, чтобы поймать его, но надо было действовать быстрее. Мелкая зараза сбежала с тем, что ей вообще не принадлежало.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	630	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Маленький проныра забрался ко мне в лодку и начал рыться в запасах.Я уверенно бросил плавательный круг и поймал его, заставив сбросить добычу, прежде чем он ушёл под воду. Интересно, как это существо собирается выбираться отсюда.	Маленький проныра забрался ко мне в лодку и начал рыться в запасах.<br>Я уверенно бросил плавательный круг и поймал его, заставив сбросить добычу, прежде чем он ушёл под воду. Интересно, как это существо собирается выбираться отсюда.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	420	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Мимо прошла лодка меньше нашей. В ней кто-то сидел, но я не смог разглядеть ни лица, ни примет.На вопросы не отвечали, только предложили обменять мои запасы. Сделка показалась честной, и я согласился.Через несколько минут они исчезли.	Мимо прошла лодка меньше нашей. В ней кто-то сидел, но я не смог разглядеть ни лица, ни примет.<br>На вопросы не отвечали, только предложили обменять мои запасы. Сделка показалась честной, и я согласился.<br>Через несколько минут они исчезли.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	294	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Мир вокруг затих, когда оно уставилось мне в глаза пустым взглядом.У меня были считанные секунды. Я навёл гарпунное ружьё, и точный выстрел заставил его отступить.Надеюсь, оно больше меня не найдёт. Особенно если патронов не будет.	Мир вокруг затих, когда оно уставилось мне в глаза пустым взглядом.<br>У меня были считанные секунды. Я навёл гарпунное ружьё, и точный выстрел заставил его отступить.<br>Надеюсь, оно больше меня не найдёт. Особенно если патронов не будет.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.Я понял, что оно голодно. Дрожащей рукой я поднял с лодки несколько банок и попытался накормить его рыбой.Не сделай я этого — сам, наверное, стал бы его обедом.	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.<br>Я понял, что оно голодно. Дрожащей рукой я поднял с лодки несколько банок и попытался накормить его рыбой.<br>Не сделай я этого — сам, наверное, стал бы его обедом.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.Я решил, что рыболовная сеть либо отвлечёт его, либо принесёт мне рекордный улов.Но после броска всё стало пустым. Я очнулся без половины ногтей и с огромными следами зубов на обеих ногах.	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.<br>Я решил, что рыболовная сеть либо отвлечёт его, либо принесёт мне рекордный улов.<br>Но после броска всё стало пустым. Я очнулся без половины ногтей и с огромными следами зубов на обеих ногах.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	5	2	42	game_storyGameDay	UnknownNeedsContext	UI/HUD/Health/HoverBox_health/mood_info	Мне больно	Мне больно	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_storyGameDay	Dialogue	UI/HUD/TalkDialog/DialogBubble/DialogText	Надеюсь, кто-то его найдет.. А потом вернет, конечно. Это моя коробка для сигар.	Надеюсь, кто-то его найдет.. А потом вернет, конечно. Это моя коробка для сигар.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	25392	game_storyGameDay	UnknownNeedsContext	UI/HUD/LoreScreen/ClickToContinue	Нажмите, чтобы продолжить	Нажмите, чтобы продолжить	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	266	game_storyGameNight	UnknownNeedsContext	UI/HUD/ChoiceHud/choice_question_text/Button_No/Text (TMP)	Налево	Налево	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect
dswf_audit_logs_VADUVKA_20260628_233804.zip	3	1	14	game_storyGameDay	Dialogue	UI/HUD/TalkDialog/DialogBubble/DialogText	Напомнил! У меня есть коробка для сигар.. Мы могли бы отправить в ней сообщение, не так ли?	Напомнил! У меня есть коробка для сигар.. Мы могли бы отправить в ней сообщение, не так ли?	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	266	game_storyGameNight	UnknownNeedsContext	UI/HUD/ChoiceHud/choice_question_text/Button_Yes/Text (TMP)	Направо	Направо	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	210	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Не знаю, виновата ли постоянная качка или я уже схожу с ума, но прошлой ночью сон почти не шёл.Я всю ночь метался между короткими провалами в сон и наблюдением за лунным светом на волнах.	Не знаю, виновата ли постоянная качка или я уже схожу с ума, но прошлой ночью сон почти не шёл.<br>Я всю ночь метался между короткими провалами в сон и наблюдением за лунным светом на волнах.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	304	game_storyGameDay	Dialogue	UI/HUD/TalkDialog/OptionMode/ItemAndText/ChoiceText/ChoiceSpace/No/Text (TMP)	Нет	Нет	False	True	False	False	True	layout-risk-review		narrow_rect|preferred_height_gt_rect
dswf_audit_logs_COMPUTER_20260629_142216.zip	7	3	826	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightText	Неутомимые волны	Неутомимые волны	False	True	False	False	True	layout-risk-review		preferred_width_gt_rect|preferred_height_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	252	game_storyGameDay	Journal	UI/HUD/JournalMainBook/Mask/NightDescription	Ночная рыбалка здесь, где бы я ни оказался, стала куда опаснее.Почему они такие большие и такие... жуткие? Их белые светящиеся глаза ясно дали понять: в этом кошмарном море мне не рады.	Ночная рыбалка здесь, где бы я ни оказался, стала куда опаснее.<br>Почему они такие большие и такие... жуткие? Их белые светящиеся глаза ясно дали понять: в этом кошмарном море мне не рады.	False	True	False	False	True	layout-risk-review		long_text|preferred_width_gt_rect
dswf_audit_logs_DIGIDRO-PC_20260629_143052.zip	3	1	42	game_storyGameDay	UnknownNeedsContext	UI/HUD/ConfirmScubaSet/bg/Title	Нырнуть за ресурсами?	Нырнуть за ресурсами?	False	True	False	False	True	layout-risk-review		preferred_height_gt_rect
